sentence,target,label,implicit,source
try their plain pizza with fresh garlic or eggplant.,garlic,0,0,restaurants
try their plain pizza with fresh garlic or eggplant.,eggplant,0,1,restaurants
"ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.",servers,1,0,restaurants
good luck getting a table.,getting a table,1,0,restaurants
the service is awful.,service,1,0,restaurants
"the takeout menu says to keep an eye out for an expanded menu offering more italian dishes, i can't wait!",takeout menu,0,1,restaurants
"the takeout menu says to keep an eye out for an expanded menu offering more italian dishes, i can't wait!",menu,0,0,restaurants
"the takeout menu says to keep an eye out for an expanded menu offering more italian dishes, i can't wait!",italian dishes,0,0,restaurants
"i am not the most experienced person when it comes to thai food, but my friend who took me there is.",Thai food,2,1,restaurants
regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you five minutes.,hostess,0,1,restaurants
the pizza is good though.,pizza,0,0,restaurants
bottles of wine are cheap and good.,bottles of wine,0,0,restaurants
"the have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if i must recommend a dish it must be the pumkin tortelini.",beers,0,0,restaurants
"the have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if i must recommend a dish it must be the pumkin tortelini.",food,0,0,restaurants
"the have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if i must recommend a dish it must be the pumkin tortelini.",pumkin tortelini,0,0,restaurants
"the have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if i must recommend a dish it must be the pumkin tortelini.",dish,0,1,restaurants
they didn't give us the dinner special until we asked for it.,dinner special,1,1,restaurants
you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,crabmeat lasagna,0,0,restaurants
you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,chocolate bread pudding,0,1,restaurants
you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,dessert,0,1,restaurants
"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.",pasta dishes,0,1,restaurants
"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.",tiramisu,0,1,restaurants
very good service and very good prices.,service,0,0,restaurants
very good service and very good prices.,prices,0,0,restaurants
i recently went to this restaurant with some co-workers for lunch and had an amazing time.,lunch,2,0,restaurants
"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",service,0,0,restaurants
"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",staff,0,1,restaurants
"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",menu,2,1,restaurants
"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",meal,2,1,restaurants
ess-a-bagel (either by sty-town or midtown) is by far the best bagel in ny.,bagel,0,0,restaurants
our food was great too!,food,0,0,restaurants
"the most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.",servers,1,0,restaurants
"get your food to go, find a bench, and kick back with a plate of dumplings.",food,2,1,restaurants
"get your food to go, find a bench, and kick back with a plate of dumplings.",plate of dumplings,0,1,restaurants
"please try the filet mignon, its just the most tender piece ever.",Filet Mignon,0,0,restaurants
"we were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",sangria,2,1,restaurants
"we were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bar,2,1,restaurants
"we were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bartender,1,1,restaurants
the sake menu should not be overlooked!,sake menu,0,0,restaurants
the drinks are amazing and half off till 8pm.,drinks,0,0,restaurants
i've been back to nha trang literally a hundred times for the beef cubes - they're that good.,beef cubes,0,0,restaurants
"the service, wine selection, ambiance are all outstanding and deserve recognition.",service,0,0,restaurants
"the service, wine selection, ambiance are all outstanding and deserve recognition.",wine selection,0,0,restaurants
"the service, wine selection, ambiance are all outstanding and deserve recognition.",ambiance,0,0,restaurants
"we were seated promptly as we had reservations, however after that the service was slow.",reservations,0,1,restaurants
"we were seated promptly as we had reservations, however after that the service was slow.",service,1,0,restaurants
"it's really also the service, is good and the waiters are friendly.",service,0,0,restaurants
"it's really also the service, is good and the waiters are friendly.",waiters,0,0,restaurants
"the food was pretty good, but a little flavorless and the portions very small, including dessert.",dessert,1,0,restaurants
"the food was pretty good, but a little flavorless and the portions very small, including dessert.",portions,1,0,restaurants
"it is set far from the small street it's on, and there is no traffic noise.",traffic noise,0,1,restaurants
lived in shanghai most of my life and thought the food was comparable to the flagship green bo restaurant there.,food,0,0,restaurants
"i highly recommend cafe st. bart's for their food, the ambience and wonderful service.",food,0,0,restaurants
"i highly recommend cafe st. bart's for their food, the ambience and wonderful service.",ambience,0,0,restaurants
"i highly recommend cafe st. bart's for their food, the ambience and wonderful service.",service,0,0,restaurants
this is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,dinner meeting,2,1,restaurants
all the nyu students love this place so it makes for a fun young atmosphere.,atmosphere,0,0,restaurants
